id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
35167707,53044777,Queens,Long Island City,40.74298,-73.95804,Entire home/apt,290,5,0,0.0,1,270
32943558,205151601,Brooklyn,Crown Heights,40.6745,-73.92612,Private room,60,30,0,0.0,1,126
13093642,72296750,Manhattan,Hell's Kitchen,40.75798,-73.99156,Entire home/apt,239,30,0,0.0,1,365
12222304,23821373,Manhattan,Upper East Side,40.76676,-73.95753,Entire home/apt,160,1,0,0.0,1,0
18010406,123818434,Manhattan,Harlem,40.81053,-73.94332,Entire home/apt,130,2,23,0.85,1,14
35477828,33861246,Brooklyn,Bedford-Stuyvesant,40.68209,-73.91323,Entire home/apt,100,2,4,4.0,1,64
12511986,3905432,Manhattan,Harlem,40.81614,-73.94429,Private room,90,6,8,0.22,2,296
8547691,44996501,Manhattan,Hell's Kitchen,40.7633,-73.98591,Private room,135,2,58,2.16,1,42
6362227,28645487,Brooklyn,Bushwick,40.6952,-73.92396,Private room,50,4,11,0.48,1,0
26784504,201403610,Brooklyn,Sunset Park,40.63985,-74.01094,Private room,65,2,10,0.85,5,186
17560078,66519807,Manhattan,Upper East Side,40.77734,-73.94592,Entire home/apt,60,7,0,0.0,1,0
21549554,48183551,Queens,Elmhurst,40.74403,-73.88167,Private room,58,6,50,2.56,5,257
18076623,24467449,Brooklyn,Bedford-Stuyvesant,40.68761,-73.94953,Private room,45,1,20,0.74,2,10
35972171,50724816,Manhattan,Greenwich Village,40.72902,-74.00152,Private room,116,1,0,0.0,1,105
3003127,11998560,Brooklyn,Crown Heights,40.67401,-73.92833,Private room,66,1,6,0.11,2,41
1937226,8826175,Manhattan,Harlem,40.80874,-73.94756,Entire home/apt,174,3,177,2.62,3,165
35941974,269822492,Manhattan,Midtown,40.74497,-73.9844,Entire home/apt,290,7,0,0.0,1,199
12087785,54378184,Brooklyn,Clinton Hill,40.69106,-73.96529,Entire home/apt,169,12,13,0.34,3,365
33046367,248723983,Manhattan,Hell's Kitchen,40.76279,-73.99473,Private room,93,1,1,0.75,1,0
15772067,46990279,Manhattan,Tribeca,40.71634,-74.00505,Entire home/apt,1500,2,4,0.12,1,365
13686914,28250527,Manhattan,Midtown,40.75257,-73.97148,Private room,65,1,0,0.0,1,0
28227192,75937385,Brooklyn,Bedford-Stuyvesant,40.68183,-73.95046,Entire home/apt,99,2,3,0.32,1,3
31595389,47038126,Manhattan,Upper West Side,40.78541,-73.97343,Private room,110,1,2,1.4,2,72
3595574,18115545,Brooklyn,Prospect Heights,40.6751,-73.96558,Entire home/apt,129,3,15,0.25,1,204
30795983,106667600,Queens,East Elmhurst,40.75782,-73.8844,Private room,42,10,3,0.5,1,326
29587811,162504107,Brooklyn,Williamsburg,40.71526,-73.94987,Private room,90,2,2,0.33,1,193
19297780,23401472,Manhattan,Harlem,40.82452,-73.94499,Entire home/apt,57,30,0,0.0,2,95
35196057,187671321,Manhattan,Harlem,40.81868,-73.94417,Entire home/apt,295,2,1,1.0,1,123
28961919,218301609,Queens,Hollis,40.70864,-73.76683,Private room,65,5,8,0.99,1,170
33242348,161357125,Staten Island,Todt Hill,40.60991,-74.11577,Private room,50,2,6,2.02,3,52
22062320,6600911,Brooklyn,Bensonhurst,40.61224,-73.98563,Private room,35,3,1,0.05,2,61
21547318,42421006,Manhattan,Washington Heights,40.84859,-73.942,Private room,75,1,3,0.45,2,56
21298453,154128335,Queens,Jamaica,40.69933,-73.81436,Private room,50,2,49,2.37,4,108
10371643,53387593,Manhattan,Upper West Side,40.79988,-73.9612,Private room,45,27,0,0.0,1,0
6672812,1549512,Brooklyn,Clinton Hill,40.68385,-73.96748,Private room,68,7,0,0.0,2,0
35368609,266261548,Queens,Astoria,40.75875,-73.92048,Entire home/apt,275,2,2,2.0,1,279
11939910,9427555,Manhattan,East Harlem,40.78825,-73.9487,Private room,60,8,6,0.16,1,0
6937897,36375657,Manhattan,Kips Bay,40.73873,-73.98153,Shared room,800,30,1,0.02,1,0
10209973,9532490,Manhattan,East Village,40.73008,-73.98996,Private room,91,4,8,0.19,3,0
13077988,22541573,Manhattan,Midtown,40.74556,-73.98542,Entire home/apt,219,30,0,0.0,87,343
18652220,7147164,Brooklyn,Williamsburg,40.7137,-73.95711,Entire home/apt,325,3,32,1.25,1,33
11532518,24319977,Manhattan,East Village,40.72895,-73.98558,Entire home/apt,200,1,0,0.0,1,0
8650854,21508828,Manhattan,Washington Heights,40.85289,-73.93508,Private room,64,1,16,0.36,2,249
35569189,265156761,Manhattan,Harlem,40.80434,-73.95515,Entire home/apt,165,3,2,2.0,1,207
17543074,13848780,Manhattan,Chinatown,40.71363,-73.9977,Entire home/apt,275,2,15,3.17,1,207
32018080,240055586,Queens,Fresh Meadows,40.7386,-73.79248,Private room,80,1,38,7.6,5,29
22258450,5680111,Brooklyn,Bushwick,40.68608,-73.91534,Private room,72,5,23,1.21,7,112
4724857,12729740,Brooklyn,Bedford-Stuyvesant,40.68467,-73.92863,Private room,75,1,0,0.0,1,0
33580893,248122395,Manhattan,Greenwich Village,40.73571,-73.99694,Private room,425,1,0,0.0,2,353
6428942,21694306,Manhattan,Financial District,40.70949,-74.01379,Entire home/apt,212,1,0,0.0,1,0
20697910,87690038,Brooklyn,Crown Heights,40.67538,-73.93379,Entire home/apt,165,3,2,0.16,4,263
18812046,130974654,Queens,Cambria Heights,40.68722,-73.73254,Private room,80,5,23,1.0,1,83
13550201,71886811,Manhattan,Morningside Heights,40.81441,-73.9589,Private room,67,6,22,0.59,3,90
34197608,232641412,Brooklyn,Bedford-Stuyvesant,40.6918,-73.94308,Private room,45,2,0,0.0,1,3
2447634,12515888,Brooklyn,Greenpoint,40.73348,-73.95689,Entire home/apt,154,1,7,0.11,2,213
7800835,11549078,Brooklyn,Bedford-Stuyvesant,40.6808,-73.93092,Entire home/apt,160,5,148,3.24,1,149
1555919,8282962,Manhattan,East Village,40.7282,-73.98067,Entire home/apt,156,2,31,0.44,1,3
6198343,1245722,Brooklyn,Williamsburg,40.71776,-73.94538,Entire home/apt,200,3,30,0.65,1,364
9735503,166014,Queens,Astoria,40.77066,-73.92181,Entire home/apt,100,7,2,0.05,1,0
1796722,2140820,Brooklyn,Williamsburg,40.71295,-73.93874,Entire home/apt,190,2,11,0.24,1,331
26893966,4219564,Manhattan,West Village,40.73162,-74.00228,Entire home/apt,300,2,22,3.11,1,168
30355426,39528519,Manhattan,Lower East Side,40.71025,-73.98703,Shared room,35,14,0,0.0,28,322
5105768,26382036,Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,120,5,31,0.64,2,64
18158353,6950091,Brooklyn,Bedford-Stuyvesant,40.68544,-73.92457,Private room,60,1,1,0.04,1,0
22139932,18730893,Manhattan,Harlem,40.82547,-73.94092,Private room,95,1,0,0.0,1,0
13686425,46253146,Manhattan,Harlem,40.82924,-73.94783,Private room,50,1,0,0.0,1,0
6703091,35087743,Manhattan,East Village,40.72132,-73.98263,Entire home/apt,100,5,0,0.0,1,0
35577642,265153176,Bronx,Morris Heights,40.84631,-73.91641,Entire home/apt,150,1,3,3.0,1,65
11715256,61391963,Manhattan,Kips Bay,40.74168,-73.9804,Entire home/apt,159,30,8,0.37,91,190
25051166,25237492,Manhattan,Washington Heights,40.84115,-73.94095,Private room,50,30,2,0.17,34,311
34999415,67249971,Manhattan,Chelsea,40.75064,-73.99566,Entire home/apt,900,1,0,0.0,1,355
26251173,71742050,Brooklyn,Bushwick,40.70057,-73.91414,Private room,35,3,0,0.0,1,3
9865374,13757674,Manhattan,Chelsea,40.74807,-74.00209,Entire home/apt,200,3,0,0.0,1,0
21138538,149977050,Manhattan,Upper West Side,40.78631,-73.97752,Entire home/apt,199,2,27,1.34,1,335
18182282,3749703,Manhattan,Hell's Kitchen,40.76126,-73.99685,Entire home/apt,300,2,0,0.0,1,0
12814717,69891208,Manhattan,Washington Heights,40.85147,-73.93618,Private room,55,3,5,0.14,1,0
2804065,14343538,Brooklyn,Bushwick,40.70012,-73.93062,Private room,69,3,19,0.31,1,238
36142296,26794324,Brooklyn,Bushwick,40.70269,-73.92833,Private room,45,7,0,0.0,1,10
35040055,258639206,Manhattan,Hell's Kitchen,40.75484,-73.9939,Entire home/apt,275,1,13,8.86,1,189
22377119,52711549,Queens,Flushing,40.75837,-73.82268,Private room,50,1,2,0.11,2,0
573612,2270624,Manhattan,Harlem,40.81199,-73.95116,Private room,79,1,132,1.56,2,335
3628328,1279211,Bronx,Concourse Village,40.82603,-73.92312,Entire home/apt,87,6,11,0.28,1,0
17980714,23354644,Manhattan,East Village,40.73242,-73.9868,Private room,48,2,33,1.21,3,42
1939106,3710931,Manhattan,East Village,40.72997,-73.98497,Entire home/apt,172,1,18,0.27,1,0
11089123,15231059,Manhattan,Lower East Side,40.72118,-73.98875,Private room,100,3,19,0.46,4,303
30229901,226338109,Brooklyn,Bedford-Stuyvesant,40.68976,-73.95639,Private room,65,2,13,2.15,4,321
35664876,268122129,Brooklyn,Bushwick,40.6997,-73.93944,Shared room,45,30,0,0.0,5,302
21938049,157701235,Brooklyn,Bushwick,40.70039,-73.93009,Private room,60,7,74,3.98,3,31
35482322,266797970,Manhattan,Greenwich Village,40.72938,-73.99955,Entire home/apt,249,2,1,1.0,1,146
9377185,1021134,Brooklyn,Williamsburg,40.7069,-73.96833,Private room,60,2,1,0.03,1,0
28719635,96978924,Brooklyn,East Flatbush,40.63575,-73.94235,Entire home/apt,85,1,5,0.55,1,124
14429513,69021484,Manhattan,Chelsea,40.75066,-73.99944,Private room,139,5,120,3.91,1,52
25515856,8304377,Manhattan,Upper West Side,40.78239,-73.98156,Entire home/apt,155,7,0,0.0,1,0
35615652,19017210,Brooklyn,Bedford-Stuyvesant,40.67897,-73.94192,Private room,41,3,1,1.0,1,57
658932,3323929,Queens,Ridgewood,40.69922,-73.90027,Private room,69,1,30,0.4,1,0
6718383,26377263,Brooklyn,East Flatbush,40.66058,-73.93383,Private room,43,30,1,0.02,43,347
29391342,4180621,Brooklyn,Carroll Gardens,40.67692,-73.99986,Entire home/apt,78,1,28,3.64,2,223
16822398,2092314,Brooklyn,East Flatbush,40.64471,-73.9495,Shared room,20,30,1,0.09,7,365
7967503,2781031,Manhattan,Hell's Kitchen,40.76885,-73.98631,Entire home/apt,165,3,68,1.46,1,195
15297862,2856748,Manhattan,Midtown,40.75936,-73.96293,Entire home/apt,250,30,0,0.0,49,364
19162441,43085567,Brooklyn,Greenpoint,40.72661,-73.95178,Entire home/apt,200,1,0,0.0,1,0
18935148,131993336,Queens,Forest Hills,40.71923,-73.85189,Private room,175,1,47,2.14,2,176
34392437,259447786,Manhattan,Morningside Heights,40.80735,-73.95938,Entire home/apt,150,2,4,2.55,1,101
24561063,1508253,Brooklyn,Bushwick,40.69403,-73.92673,Entire home/apt,86,4,4,0.3,1,0
10576404,10406845,Manhattan,Upper East Side,40.76952,-73.95688,Entire home/apt,125,14,28,1.29,1,22
6680201,30839692,Queens,Flushing,40.75394,-73.80538,Private room,45,2,186,3.74,3,170
32062843,91393358,Queens,Flushing,40.75584,-73.80618,Entire home/apt,115,2,15,3.91,1,44
22671517,3428456,Brooklyn,DUMBO,40.70311,-73.98853,Private room,74,1,0,0.0,1,0
35783252,98662265,Manhattan,Midtown,40.75061,-73.97233,Private room,85,1,1,1.0,1,43
20934059,30347639,Brooklyn,Sunset Park,40.66232,-73.9939,Entire home/apt,150,3,5,0.23,1,83
2106241,1318137,Brooklyn,Bushwick,40.69472,-73.92874,Private room,65,3,87,1.37,2,305
28428225,214611101,Brooklyn,Kensington,40.63662,-73.97612,Private room,66,30,1,1.0,4,74
7699703,15420345,Brooklyn,Bushwick,40.70005,-73.91882,Private room,65,1,0,0.0,1,0
14318774,37718300,Queens,Rego Park,40.73541,-73.85632,Entire home/apt,145,3,88,2.56,1,321
13642019,14607718,Brooklyn,Greenpoint,40.73005,-73.95807,Entire home/apt,200,2,58,1.71,1,257
11546462,44357881,Manhattan,Midtown,40.74512,-73.98176,Private room,75,1,0,0.0,1,0
29304334,1216891,Manhattan,Harlem,40.81954,-73.94713,Private room,85,1,22,2.53,1,232
35224736,38005727,Manhattan,Lower East Side,40.71929,-73.98826,Private room,130,1,0,0.0,1,0
17376723,15034908,Manhattan,Hell's Kitchen,40.7621,-73.99354,Entire home/apt,178,3,84,2.92,2,74
8294525,25266527,Brooklyn,Bensonhurst,40.62054,-73.99828,Entire home/apt,60,3,6,0.13,1,0
9415568,17764174,Manhattan,Inwood,40.87045,-73.9183,Entire home/apt,210,1,0,0.0,1,365
11928097,17737517,Manhattan,East Harlem,40.80012,-73.94272,Private room,65,1,0,0.0,1,0
33679677,220634514,Queens,Astoria,40.75869,-73.91439,Shared room,45,10,0,0.0,1,341
19508209,127925141,Brooklyn,Bushwick,40.6951,-73.93017,Private room,44,2,2,0.08,1,0
18005789,766182,Manhattan,West Village,40.73953,-74.00841,Entire home/apt,170,30,1,0.36,1,365
13597896,37425564,Brooklyn,Midwood,40.6271,-73.97182,Private room,40,3,3,0.09,1,0
1351217,7318649,Brooklyn,Bedford-Stuyvesant,40.68208,-73.93115,Entire home/apt,98,3,144,2.87,1,249
25535697,7710878,Manhattan,Harlem,40.80805,-73.9456,Entire home/apt,163,3,0,0.0,1,0
32575528,137358866,Queens,Woodside,40.74228,-73.90049,Private room,43,30,0,0.0,103,215
3400739,17151343,Brooklyn,Crown Heights,40.67132,-73.9325,Private room,78,21,60,0.99,1,0
10055925,47554473,Brooklyn,Greenpoint,40.7287,-73.94504,Private room,189,3,21,0.49,13,0
16530373,1649108,Brooklyn,Navy Yard,40.70095,-73.98006,Private room,135,1,50,1.87,3,29
10021643,44118283,Manhattan,Upper West Side,40.79546,-73.97497,Private room,100,15,1,0.02,1,0
13391165,34706197,Manhattan,East Village,40.72768,-73.98739,Private room,149,4,25,0.68,2,156
13378919,28370925,Brooklyn,Sunset Park,40.63909,-74.01815,Private room,47,2,87,2.32,4,0
35614490,62271274,Manhattan,Financial District,40.70537,-74.00784,Entire home/apt,220,2,1,1.0,1,10
6699912,35070587,Brooklyn,Sunset Park,40.65972,-73.9937,Private room,75,7,0,0.0,1,0
11603201,7982432,Queens,Long Island City,40.76485,-73.93959,Private room,65,1,1,0.03,1,0
25073155,16237288,Manhattan,Harlem,40.80973,-73.9457,Private room,80,1,23,1.75,1,323
26360690,21184527,Brooklyn,Prospect-Lefferts Gardens,40.65529,-73.95971,Entire home/apt,130,1,16,1.32,1,0
5604005,3852579,Manhattan,Nolita,40.72092,-73.99386,Entire home/apt,400,2,101,1.94,1,258
7983640,13037911,Brooklyn,Williamsburg,40.72124,-73.95847,Entire home/apt,250,1,54,1.15,1,365
16302869,27951037,Queens,Ditmars Steinway,40.77664,-73.90896,Private room,65,30,79,2.55,2,0
11146432,344035,Brooklyn,Prospect Heights,40.67963,-73.97054,Private room,50,1,257,6.23,13,286
7953220,41939599,Brooklyn,Prospect Heights,40.68024,-73.97173,Entire home/apt,164,30,0,0.0,1,0
46544,8198,Brooklyn,Park Slope,40.67994,-73.97863,Entire home/apt,150,5,52,0.5,1,18
2925138,14935685,Manhattan,Hell's Kitchen,40.76761,-73.98497,Entire home/apt,250,1,0,0.0,1,0
35772374,264272029,Brooklyn,East Flatbush,40.63673,-73.94988,Entire home/apt,399,2,2,2.0,1,161
19049579,7980049,Manhattan,Upper West Side,40.7951,-73.96675,Entire home/apt,165,2,8,0.33,1,0
28614707,20745804,Manhattan,East Village,40.72707,-73.9853,Entire home/apt,240,3,2,0.24,1,0
18149668,54098346,Manhattan,Upper East Side,40.78071,-73.95149,Private room,150,1,3,0.11,1,0
19490059,136812761,Brooklyn,Bedford-Stuyvesant,40.69487,-73.93665,Entire home/apt,389,1,107,4.4,3,80
12096332,64052858,Manhattan,Midtown,40.7442,-73.98748,Entire home/apt,999,2,54,1.49,1,58
32681559,245314318,Manhattan,Upper West Side,40.78281,-73.98124,Private room,325,1,0,0.0,10,259
34182985,4592344,Manhattan,Harlem,40.82261,-73.95544,Private room,53,3,1,0.86,1,74
35495374,42761912,Manhattan,Hell's Kitchen,40.76333,-73.99141,Private room,125,1,0,0.0,1,207
20139305,6985109,Brooklyn,Prospect Heights,40.67335,-73.96763,Entire home/apt,121,9,21,1.14,1,179
20171625,75360607,Queens,Sunnyside,40.74026,-73.92517,Entire home/apt,199,4,63,2.81,2,61
1209492,396433,Manhattan,East Village,40.72499,-73.98127,Private room,148,3,14,0.24,1,365
28313266,71177383,Brooklyn,Bushwick,40.6999,-73.93947,Private room,100,1,5,0.52,2,88
32546879,99791908,Queens,Astoria,40.75756,-73.91931,Private room,70,5,1,0.29,2,0
34569454,260842282,Queens,Arverne,40.59269,-73.79635,Entire home/apt,95,2,6,3.46,1,348
34926055,130270076,Manhattan,East Harlem,40.78645,-73.94873,Entire home/apt,150,30,0,0.0,2,311
16960859,17791467,Manhattan,Harlem,40.8236,-73.93755,Private room,69,2,70,2.38,2,0
35157419,226410657,Brooklyn,Bedford-Stuyvesant,40.68717,-73.93113,Private room,42,30,0,0.0,27,249
13623618,39375487,Queens,Long Island City,40.75353,-73.9289,Private room,80,2,16,0.49,1,0
18979087,70074907,Manhattan,Roosevelt Island,40.76873,-73.94397,Private room,51,1,2,0.08,2,0
11624694,2666654,Queens,Ditmars Steinway,40.77536,-73.90781,Entire home/apt,120,1,268,6.78,1,139
23469535,175152359,Bronx,Westchester Square,40.843,-73.84806,Private room,65,2,2,0.13,2,135
3891031,20133610,Manhattan,Financial District,40.7094,-74.00278,Private room,139,365,13,0.23,1,365
32838697,202350344,Queens,East Elmhurst,40.76091,-73.88686,Private room,45,2,11,3.67,2,294
27809255,61391963,Manhattan,Midtown,40.75734,-73.96727,Entire home/apt,150,30,1,0.45,91,311
28367094,212071658,Brooklyn,Bushwick,40.69238,-73.90361,Private room,65,2,24,2.59,5,351
26895166,202318295,Manhattan,East Harlem,40.79424,-73.9429,Private room,50,5,4,0.39,1,32
14774206,92193254,Manhattan,Upper West Side,40.80093,-73.9601,Private room,97,3,96,2.8,1,134
4708909,670367,Manhattan,Hell's Kitchen,40.75614,-73.99341,Entire home/apt,225,7,0,0.0,1,0
20698477,83786650,Manhattan,Upper East Side,40.76128,-73.96236,Entire home/apt,90,30,5,0.25,8,306
10268663,16098958,Manhattan,Upper East Side,40.7776,-73.95277,Entire home/apt,360,30,1,0.11,96,213
25912647,193716904,Manhattan,Midtown,40.75704,-73.96531,Private room,100,3,4,0.31,1,0
166541,793620,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,0.35,1,222
27545256,8039125,Brooklyn,Fort Greene,40.68811,-73.97539,Private room,52,4,4,0.36,1,329
3283409,16593547,Brooklyn,Bedford-Stuyvesant,40.68562,-73.92375,Entire home/apt,139,2,124,2.09,1,231
22925367,37818581,Manhattan,East Harlem,40.80228,-73.93903,Shared room,30,1,30,1.72,4,0
27805652,814747,Brooklyn,Fort Greene,40.68634,-73.97091,Entire home/apt,250,2,4,0.39,2,12
28656163,213816392,Queens,Queens Village,40.70649,-73.74517,Private room,41,1,24,2.47,3,351
7927838,6444987,Brooklyn,Bedford-Stuyvesant,40.6796,-73.93022,Private room,95,2,153,3.27,3,296
7761394,40812084,Brooklyn,Bedford-Stuyvesant,40.68647,-73.92494,Private room,45,4,2,0.04,1,0
16332242,85692123,Queens,Ridgewood,40.70501,-73.91065,Entire home/apt,99,4,1,0.03,1,0
26603881,17344881,Manhattan,Harlem,40.80269,-73.94687,Entire home/apt,300,2,0,0.0,3,353
3626699,12306481,Queens,Sunnyside,40.74365,-73.91632,Entire home/apt,95,30,8,0.16,3,332
33428571,6080376,Brooklyn,Williamsburg,40.71322,-73.94655,Private room,74,1,18,5.4,1,49
690960,3531317,Brooklyn,Bushwick,40.68161,-73.90796,Private room,60,2,295,3.56,2,210
12797684,69715276,Manhattan,Upper West Side,40.79843,-73.96404,Private room,100,1,0,0.0,2,0
19998416,1780076,Brooklyn,Crown Heights,40.67513,-73.95714,Private room,55,2,13,0.56,2,0
2269104,8568891,Queens,Jamaica,40.7095,-73.78828,Private room,65,2,13,0.22,1,362
22811519,167567675,Queens,Middle Village,40.71131,-73.87376,Entire home/apt,100,1,44,4.33,1,264
15220143,1317884,Manhattan,Upper West Side,40.79512,-73.9733,Private room,100,2,45,1.36,1,83
15963664,21679450,Manhattan,Harlem,40.80251,-73.95765,Private room,50,2,0,0.0,2,0
898669,4782600,Manhattan,West Village,40.73276,-74.00074,Entire home/apt,150,3,90,1.17,1,184
13237190,31460662,Manhattan,Upper East Side,40.76995,-73.95604,Shared room,120,1,12,0.32,1,0
22830508,168159627,Brooklyn,Williamsburg,40.72017,-73.95977,Entire home/apt,600,2,26,1.59,1,253
11651554,61391963,Manhattan,Greenwich Village,40.72818,-73.99886,Entire home/apt,142,30,10,0.25,91,157
27455308,206889476,Queens,Jamaica,40.68078,-73.79492,Entire home/apt,75,1,63,6.1,1,61
16238449,19585203,Brooklyn,Kensington,40.64571,-73.97449,Entire home/apt,90,7,2,0.07,1,0
27386339,200380610,Manhattan,Hell's Kitchen,40.76191,-73.99818,Entire home/apt,350,30,0,0.0,65,281
27675173,18763685,Manhattan,East Village,40.7309,-73.98671,Entire home/apt,330,2,8,0.74,1,5
9838145,5904463,Manhattan,East Village,40.72451,-73.98369,Entire home/apt,250,1,0,0.0,4,0
5162578,23719409,Manhattan,Harlem,40.82774,-73.95181,Private room,115,1,28,1.13,4,6
6248335,32445083,Bronx,Longwood,40.82883,-73.88854,Entire home/apt,119,4,48,0.98,1,223
24169179,182152235,Brooklyn,Bedford-Stuyvesant,40.68853,-73.95982,Private room,70,2,33,2.33,2,17
27985235,128447,Manhattan,Kips Bay,40.74371,-73.97946,Entire home/apt,200,3,3,0.28,2,13
26889078,199535935,Staten Island,St. George,40.64641,-74.08502,Entire home/apt,130,2,52,4.6,1,96
21195408,153083048,Brooklyn,Bedford-Stuyvesant,40.68212,-73.95419,Private room,59,5,5,0.24,1,0
33617342,39828340,Brooklyn,Crown Heights,40.66431,-73.95083,Private room,200,1,0,0.0,1,0
32303671,242344309,Brooklyn,Williamsburg,40.70847,-73.9491,Private room,57,1,31,6.46,4,116
30200839,226846427,Brooklyn,Bay Ridge,40.63921,-74.02474,Entire home/apt,90,3,19,2.75,1,52
1753671,4500999,Manhattan,East Harlem,40.79692,-73.94434,Private room,100,1,41,0.87,2,355
33398445,61391963,Manhattan,Upper West Side,40.78536,-73.97543,Entire home/apt,133,30,0,0.0,91,312
4756578,24544724,Brooklyn,Williamsburg,40.71383,-73.96289,Entire home/apt,298,3,16,0.39,1,4
35460924,230192510,Brooklyn,Fort Greene,40.69611,-73.97542,Private room,48,30,0,0.0,25,333
8925072,4077292,Brooklyn,Bushwick,40.69744,-73.90773,Private room,70,4,57,1.44,2,333
30091313,225889604,Queens,Flushing,40.76339,-73.82831,Private room,55,1,7,0.95,5,85
145188,703156,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,0.0,1,0
11657888,60346942,Brooklyn,Bedford-Stuyvesant,40.69165,-73.94345,Private room,62,1,244,6.02,4,189
36023315,40188920,Queens,Maspeth,40.72201,-73.90822,Private room,40,1,0,0.0,1,82
17380055,25270209,Brooklyn,Bedford-Stuyvesant,40.68146,-73.94757,Entire home/apt,45,2,3,0.1,1,0
23060192,19930911,Brooklyn,Crown Heights,40.67218,-73.94087,Entire home/apt,93,1,77,4.49,1,55
3297016,2051075,Brooklyn,Crown Heights,40.67045,-73.95716,Entire home/apt,160,30,36,0.63,2,228
3838375,177233,Manhattan,Upper West Side,40.79903,-73.96451,Entire home/apt,249,2,80,1.35,1,58
18782064,2856748,Manhattan,Hell's Kitchen,40.76617,-73.98445,Entire home/apt,184,30,0,0.0,49,364
29703465,61684829,Manhattan,Harlem,40.80602,-73.95627,Entire home/apt,250,3,2,0.27,1,0
13222140,15523,Staten Island,Tompkinsville,40.63342,-74.08249,Private room,72,2,25,0.66,2,237
4901617,16460889,Manhattan,Greenwich Village,40.72969,-73.9995,Entire home/apt,175,1,4,0.08,1,0
5040919,26024349,Brooklyn,Downtown Brooklyn,40.6978,-73.98396,Private room,200,1,0,0.0,1,0
29230390,213781715,Manhattan,NoHo,40.7287,-73.99184,Entire home/apt,225,1,0,0.0,33,364
2639521,9898029,Brooklyn,East Flatbush,40.64942,-73.92482,Private room,67,5,50,0.8,5,300
28896148,217621677,Queens,Jamaica,40.68627,-73.77633,Shared room,51,1,17,1.84,4,141
19785259,53821069,Manhattan,Lower East Side,40.72276,-73.9886,Entire home/apt,94,1,8,0.33,1,0
21979890,27272337,Queens,Arverne,40.58793,-73.79268,Entire home/apt,250,4,40,2.16,1,183
20091705,51501835,Manhattan,Hell's Kitchen,40.7647,-73.99391,Entire home/apt,200,30,2,0.09,31,359
3401271,5851210,Manhattan,East Harlem,40.79191,-73.94433,Entire home/apt,135,3,225,3.69,2,13
29286653,151229011,Manhattan,Upper East Side,40.77557,-73.94381,Private room,93,3,32,3.87,1,28
10158141,50760546,Manhattan,NoHo,40.72895,-73.9934,Entire home/apt,499,30,0,0.0,31,167
33618672,17726658,Brooklyn,East Flatbush,40.64673,-73.94686,Entire home/apt,95,1,28,10.77,1,292
33473567,33388853,Manhattan,Harlem,40.8309,-73.94308,Entire home/apt,200,60,0,0.0,1,219
35006121,155313109,Manhattan,Midtown,40.76383,-73.98368,Entire home/apt,149,1,15,9.78,1,121
29171435,103368847,Manhattan,Upper West Side,40.78579,-73.97148,Entire home/apt,150,2,25,4.36,1,129
34103144,137358866,Manhattan,Harlem,40.81622,-73.94276,Private room,38,30,0,0.0,103,247
6684189,4028339,Brooklyn,Clinton Hill,40.68542,-73.96103,Entire home/apt,600,4,28,0.58,1,295
36100855,2390913,Brooklyn,Crown Heights,40.6756,-73.95644,Entire home/apt,85,4,0,0.0,1,50
1855846,9685977,Manhattan,Harlem,40.82597,-73.95102,Entire home/apt,150,5,29,0.43,1,260
8144049,2126994,Manhattan,Harlem,40.80679,-73.94408,Private room,62,3,5,0.11,1,0
35680065,268394581,Brooklyn,Bedford-Stuyvesant,40.69134,-73.93288,Private room,75,1,2,2.0,3,139
25674371,53440969,Queens,Queens Village,40.71288,-73.74334,Entire home/apt,80,2,43,3.27,1,189
7108992,3801047,Manhattan,Upper West Side,40.7982,-73.96931,Entire home/apt,187,3,1,0.02,1,0
5806829,4473420,Brooklyn,Boerum Hill,40.68821,-73.9903,Private room,120,1,0,0.0,1,0
19993084,141844749,Brooklyn,Bedford-Stuyvesant,40.68925,-73.95452,Private room,60,2,65,2.78,1,58
36150599,229381517,Brooklyn,Prospect Heights,40.68017,-73.97352,Entire home/apt,250,1,0,0.0,2,158
33288760,1825325,Brooklyn,Bedford-Stuyvesant,40.69295,-73.94494,Entire home/apt,80,90,0,0.0,1,41
13126582,73069526,Manhattan,Hell's Kitchen,40.7655,-73.98682,Entire home/apt,250,7,52,1.4,1,0
30089600,113569564,Bronx,Riverdale,40.88511,-73.90831,Entire home/apt,175,3,5,0.77,1,0
23606804,5225104,Brooklyn,Bedford-Stuyvesant,40.68016,-73.91054,Entire home/apt,68,3,19,1.23,1,28
29422942,221635816,Queens,Sunnyside,40.73986,-73.91996,Entire home/apt,185,2,55,6.45,1,99
13881135,923465,Brooklyn,Bedford-Stuyvesant,40.68821,-73.93758,Private room,69,5,54,1.55,1,320
27391028,200380610,Manhattan,East Village,40.73223,-73.98658,Entire home/apt,253,30,0,0.0,65,332
34062876,130675,Brooklyn,Williamsburg,40.71074,-73.94284,Private room,79,3,4,2.93,1,9
7620763,15163256,Brooklyn,Sheepshead Bay,40.60633,-73.95704,Private room,92,3,60,1.29,3,334
